user_id,item_id,category_id,hist_item_ids,label
288,172,8,84|80|153|57|170|54|103|51,0
317,149,1,144|144|45|23|103|128|58|74|107|91|97|137|197|160|2,0
175,129,7,11|31|162|58,0
145,3,5,184|16,1
348,119,2,71|117|71|73|40|177|167|167|40|40,1
15,133,6,151|151|81|148|193|82|115|98|102|16|198|109|46|115|80,0
192,143,5,185,1
345,80,10,23|178|23|60|144|11|80|63|45|63|63,1
137,7,7,192,1
273,174,7,66|34,0
154,142,3,185|144|49|142|145|149|197|109|12|164,0
399,26,5,163|41|142|32|136|34|68|102|33|159|139|4,0
425,121,7,48|64|59|151|105|83|146|147|187|62,1
80,121,7,122|190|74|79|174|136|107|191|161|74|129|97|97,1
7,115,6,115|179|16|125|158|112|78|33|33|112,1
386,200,4,81|60|31|13|123|9|125|20|31|2|80|66|67|63|188,0
216,97,7,5,0
92,149,1,81|185|93,0
131,161,7,102|10|182|158|108|144|22|196|129|188,0
145,138,4,87|62|138|189|76|76|21|76,1
294,59,7,105|164|43|4|145|118|138|80|24|67|94|87|178,0
112,115,6,86|148|10|143|27|7|23|177|137|158|139|160|100,0
405,152,10,145|15|156|141|139|59|25|122|73|79|38|67|167|179|70,0
72,2,7,79|183|39|59|191|190|122|129|155|174|59,1
35,48,7,143|20|58|108|14|134|151|73,0
435,59,7,175|9|111|176|189|40|133|14|56|168|129|79|193,1
40,126,1,32|169|132|195|171|169|137|195|6|9|116|137|171|137,1
117,19,5,27|10|196|56|128|66|43|134|148|95|102,0
244,143,5,123|69|164|75|64,1
278,180,10,96|21|134|86|25|110|144|46|81|179|142|160|90|99|100,1
226,167,2,83|179|94|101|107|32|35|37|51,0
80,73,2,170|177|71|22|71|167|156|167|197|57|99|101,1
25,180,10,23|180,0
462,95,3,49,0
346,79,7,121,1
15,54,5,89|183|39|82|115|70|64|22|54|72|168|68|33|170|71,1
460,185,5,64|90,1
241,52,4,45|110|4|92,0
370,193,4,83|43|15|177|163|137|4,0
436,176,8,186|109|116|119|45|84|191,0
73,60,10,92,0
291,112,6,169|60|145,0
79,125,6,115,1
428,116,1,55|195|55|55|146|195|169|35|149|68|35|171|195|68,1
271,12,8,30|77|85|3,0
272,51,2,186,0
289,139,5,4|19|123|113|113|182|175|143|29|19|29|120,0
52,55,1,132|9|116|171|35|137,1
275,170,2,197|99|177|181|156|177|117,1
403,16,6,10|16|10,1
259,159,8,172|58|173|58|13|14|12|42,1
241,173,8,172,1
61,60,10,80|140|160|178|178|45|140|152|144|199|199|180|60|140|180,0
125,29,5,182|53|162|46,1
64,129,7,96|23|166|81|83|2|141|145|152|109|54,0
40,24,8,3,0
243,19,5,46|72|182|120|162|69,0
258,116,1,32|86|149|116|9|132|126|68|149|68,0
58,76,4,166|198|196|200|76|166|76,1
353,172,8,1|58|58|134|109,1
26,74,7,17|17|158,0
172,11,10,63|45|60|66|160|160|160|11|199|80|23|194,1
219,182,5,39|71|40|139|187|9|121|50|151|28|74,0
42,117,2,119|17,1
387,193,4,52|65,0
148,78,6,24|81|115|45|79|184|166|192|137|117|43|32,0
270,2,7,72|185|145|8|171|136|14|157|7|86|33|3|112|138,0
257,31,3,38,1
285,97,7,192|174,1
274,34,9,146|29|90,1
42,42,8,139|30|112|174|157|25|30|142|70|84,0
225,5,9,5|165,1
238,164,5,176|28|172|110|88|106,0
386,163,5,72|3|81|143|81|19|139|72|120|3|3|120|185|123|184,1
52,112,6,131|157|125|115|10|133|130|158|16|20,1
336,87,4,153|99|116|124|149|61|2|37|194|45,0
118,93,4,133|101|167|117|102|178,0
47,67,4,87,0
332,200,4,21|200|193|168|166|65|93|43|76|166|76,1
386,69,5,26|75|75|54|46,1
421,8,3,169|115|181|85|155,0
81,8,3,170|108|122|116|19|67|141|68|178|64|92,0
223,28,6,33|78|125|130|33|115|157|131,0
431,103,1,103|6|171|149|195|146|32|55|6|126|86|103|146|149|9,1
377,117,2,57|73|57|17|177|82|73,1
241,109,8,60|195|170|143|110,1
250,143,5,37|109,0
235,178,10,15,0
26,100,9,124|18|100|27|89|100|148|92|89|145,1
234,25,7,84,1
249,20,6,16|179|56|33|130|158|56,1
320,42,8,197|155|26|23,1
419,196,4,117|140|152|83|124,0
421,80,10,139|159|97|174|86|168|129|11,0
112,141,3,189|12|158|198|138|74|176|51,0
347,195,1,148|73|28|164|130|27,0
493,198,4,198|138|193|200|52|52|135|67|138|67|189|198|67|189|52,1
356,99,2,169|35,0
424,64,5,185|53|139|54|182|182|64|46|19|143|182|29,0
236,45,10,119|10|41|77|99|70|176|57|137|73,0
497,153,3,6|188|197|106|175|81|23|167|102|189,0
334,28,6,125|157|78|125|131|20|115|125|56|56|128|131|112|20|133,1
162,164,5,54|143|162|19|46|26|185|64|90|108|108|4,0
455,154,5,54|64|139|46|163|3|182|69|3|120|53,1
153,28,6,117,1
375,200,4,196|138|193|196|200|200|62|21|168|168|138,1
119,149,1,132|169|6|137|126|146|44|126|55|32,1
47,106,8,144|87|86|8|52|26|114|132|79|115|41|171|1|101,0
161,130,6,105|103|173|114|174|130|115|66|52|20|110|185|3|191,0
157,117,2,6|129|16|64|148|151|46|103|37|119|2|163|5,0
112,109,8,116|73|92,0
3,58,8,41,1
186,96,3,56|44|8|164|171|85|119|50|10|104|32|170|56,0
64,110,3,96|118|147,0
220,173,8,172|111|49|15|24|88|15|41|105|49|106|176|13|105,0
411,102,9,74|31|153|102|176|32|147|121|131|62,0
382,89,9,117|41|193|85|2|6|183|32,0
1,16,6,157|128|20|131|56|112|33|133|125|20|112|133|158|158|20,0
429,78,6,46|80|82|174|126|130|57|87|95|157,1
253,163,5,163|132|8|180|143|101|40|51|200|3|2|70,1
115,158,6,135|170|147|193|24|123|155|47|44|19|198|174,0
230,179,6,157|56|125|114|179|114|131|28|130|114|112|131|114,1
482,190,7,129|122|2|191|183|7|97|161|155|39,0
21,148,9,137|61|17|63|59|61|95|27|82|93,0
338,83,9,141,1
40,171,1,86|9|171|44|146,1
82,110,3,151|151|38|8,0
314,128,6,8|88|1|104|81|52|119|136|8|96|188|60|157,0
169,72,5,163|182|113|184|4|90|72|19|175|163|154|123|120,0
191,51,2,117|119|71|17|177|181,0
287,129,7,123|72|43,1
453,31,3,68|98|27|87|112|197|53|17|51|49|190|31|199|23,1
406,123,5,124|114|89|179|85|77|106|186|174|142|17,1
151,167,2,56|15|77|21|148|194|85|49|100|194|32|137|19,0
151,36,9,84|15|133|46|61|173|129|140|53|101|3|50,0
318,158,6,16|28|157|125|56|133|157|20|130|158|128|115|20|114|158,1
155,161,7,60|166|193|133|100|63|12|11|168|133|46|111|176|130|184,1
334,117,2,197|22|101|177|156|57|119|186|51|186|156,1
432,68,1,86|149|44|149|44|171|6|132|32|137|195|137|86|149|35,0
178,6,1,103|68|146|32|35|126|137,1
64,136,7,74|48|121|7|155|39|191,0
175,157,6,58|74|115,1
204,143,5,148|25|34|176,0
438,109,8,26|17|171|149|40|13|44|116,1
89,42,8,47|188|179|68|161|108|7,1
354,157,6,2|29|22|61|119|18|200|92|35|5,0
479,156,2,181|181|57|119|197|181|22|40|51|170|82|119|40|22|170,1
146,65,4,121|55|100|60|69|120|118,0
68,180,10,71|8|89|200|189,0
151,185,5,64|81|113|53|164|113|46|90|163,0
212,68,1,155|14|141|114|132|191|98|186|114|44|131|39|180|31|100,0
410,102,9,75|56|125|177|36|82,0
486,143,5,123|123|163|64|19|90|3|4|4|19|143|120|184|54|64,0
466,146,1,196|50|34|80|154|64|164|123,0
354,41,8,42|41|61|61|12|41,1
177,8,3,142|141|95|38|110|188|8|8|96|153|77,1
100,182,5,90|164|143,1
154,70,8,23|145|178|189|97|180,0
229,126,1,116|55|137|146|126,1
22,192,7,192|59|183|155|129,1
84,90,5,29|54|90|29|182|175|81|113|54,1
107,191,7,157|85,1
429,89,9,100|18|102|37|91,0
200,56,6,134|114|15|124|125|172|39|159,0
345,110,3,21,0
307,50,8,105|168|32|71|92|2|34|123|53|49|60|25|128,0
130,96,3,95|95|188|110|147|151|110|95|110|96|96|77|153|141,1
177,64,5,3|108|120|3|46|120|64|81|184|123|123|30|120|184|123,0
451,68,1,57|165|161|134|25,0
277,46,5,123,1
8,56,6,151|197|148|5|43|35|181|191|83|36|129|55|25|52,0
127,71,2,170|117|177|117|17|181|170|99|82,1
448,147,3,77|8|95|38|96,1
36,55,1,96|33|172|61|86|59|87|20|187|35,0
214,141,3,60|83,0
41,173,8,134|111|104|70|13|14,1
3,188,3,31|38|38|38|142|31|38|96|141|188|77|77|118|96|141,1
463,137,1,9|132|32|116|137|132|32|6|103|137|68|137,1
484,146,1,149|35,1
55,76,4,189|43|198|135|62|168|43,0
486,58,8,104|49|15,1
371,174,7,129|192|129|174|74|98|174|97|161|183|191|74,1
239,149,1,154|200|21|196|7,0
265,153,3,77|141|95|147|118|147,1
43,171,1,86|132|35,1
296,144,10,178|194|63|63|11|63|140|152|194|144|199,0
405,98,7,173|25|185|89|114|55|78|81|117|36|157|79|49|3,0
51,171,1,44|32|116|132|146|32|146|55|55|6|35|103|35|55|116,1
49,152,10,35|29|46|109|125|151|193|167|72|95,0
209,167,2,135|123|12,0
498,64,5,72|69|46|162|108,0
248,124,9,34|89|47|34|5|165|89|100|36|47|145|100|36|5|145,1
151,186,2,17|167|22|17|181|177|177|101|119|51,1
18,81,5,191|127|191|194|124|200|50|105|15|19,1
206,145,9,197|87|20|8|71|172|78|77|200|76|138|197|24|103|68,1
324,131,6,135|7|68|114|181|196|166|59|115,0
50,199,10,160|140|23|66|60|23|11,0
331,139,5,30,0
453,45,10,152|80|11|199|160|180|60|23,0
451,89,9,91|34|102|47|34|102|124|47|165|102|5|47|165|34,1
338,138,4,135|189|93|93|189|189|168|93,1
288,36,9,192|134|23|41|115|173|98|163|26,0
264,49,8,181|149|42|200|199|9|6|49|159|120|103,0
208,13,8,24|12|61|61|85|159|109|50|109,1
252,1,8,91|80|52|143,0
469,177,2,171|69|4|54|171|153,0
165,24,8,106|42|159,1
89,67,4,137|145|121|93|66|81|175|72|194|30|33|67,0
171,21,4,192|159|73|168|122|147|168|180|29|145,0
71,39,7,59|174|155|7|74,1
423,121,7,25|136|129|192|107|174|39|7|155|2|190|2|136|98,1
223,97,7,136|71|9|156|46|87|199|157,0
173,126,1,55|44|116,1
324,143,5,175,1
318,8,3,96|118|151|188,1
197,82,2,73|101|170|82|101|17|17|17|51|73|17|51,1
424,190,7,53|16,0
136,64,5,184|3|113|185|81|123|139|123|139|175|3,0
453,74,7,71|63|138|10|76|42|75|90|13,0
180,30,5,172|94|193|45|137|181|152|175|190|12|48|29|114|82|9,1
204,74,7,136|48|59|161|161|2|59|59|2|136|7|183|122|161,1
249,112,6,36,1
409,170,2,170|101|156|17|186|186|51|101|57|82|71|181,0
397,146,1,166|18|153,0
199,174,7,75|8|83|4|152|85,0
251,86,1,120,0
282,120,5,19|139|19|75|154|108|163|182|185|139|139,1
402,69,5,160|150|119|177|159|181|52|24|69|166|185|22,0
409,137,1,97,0
353,133,6,117,0
304,81,5,14,0
243,60,10,45|11|180,1
480,158,6,194|129|49,0
490,183,7,139|137|184|25|151|13,0
201,146,1,132|171|126|6|116|146|149|68|35|169|149,0
440,81,5,29|54|46|72|163|26|154|164|139|123|29|120,1
431,124,9,89|94|148|5|91|145|145|102|34|92|18|145|94|34|102,1
45,41,8,108|123,0
213,134,8,54|34|130|2|78|25|124|151|94|89|90|40|76|187,0
83,23,10,63|194|160|45|199,1
194,156,2,16|89,0
376,26,5,65,1
390,41,8,116|23|31|168|4,0
31,139,5,69|127|137|67|170|167|154|160|196|159|118,0
200,60,10,91|17|142|14|15|51|107|60|177|186,0
45,29,5,184|123|90|184|184|75,1
357,21,4,131|183|121|44,1
362,54,5,97|106|188|166|84|189|178|126|119|8,0
263,172,8,104|127|127|61|172,0
455,37,9,94|145,0
452,19,5,45|57|51|71|22|21|126,0
464,31,3,118|121|77|180|159|173|179|145|50|57|172|121|179|160|122,0
122,50,8,12|159|70,1
460,12,8,13,1
275,195,1,55|171,1
10,112,6,95|57|123|166|64|25|13|11|74|194|51|81|135|132,1
79,45,10,80|194,0
147,6,1,167|92|112|124|116|147|172|27|84|171|77|98,0
126,192,7,7|57|106|116|108|12|165|69|29|114|125,0
301,200,4,21|138|52|43|138|166|65|62|166|93|21,1
283,61,8,184,0
474,136,7,79|45|22|129|92,0
276,50,8,109|12|172|58|42|12|173|88|104|159|85|42|127|85|41,0
124,130,6,133|16|128|115|10|131|56|157|157|125|128|10|158|130,1
193,181,2,22|82|99|17|40|181|119|170|117|99|17|117|170,1
103,175,5,32|170|53,0
182,133,6,136|73|76|32|20|139|171|183,0
56,156,2,181|99|117|117|167|119|82|99|22,0
284,145,9,36|148|5|92|102,0
394,62,4,198|200|189|198|200|21|168|76,1
248,167,2,150|17|177|76|101|161|6,0
473,111,8,185|116|82|36,0
185,73,2,189,0
419,180,10,148|105|53|151|195|16|16|53|24,0
292,156,2,150|31|98|75|169|62|66|106|39,1
424,125,6,56|114|56|28|20|125|179|125|179|131|130|131|158|157,1
81,176,8,187|159|69|169,1
254,78,6,199|53,0
149,134,8,158|89|74|102|138,0
233,60,10,8,0
186,147,3,171|99|86|121|33|97|122|140|101|200|199|20,0
414,103,1,113|90|128|79,0
23,132,1,4|198|41|166|109|108|5|199|106|167,1
474,119,2,119|73|186,1
420,16,6,114|133|78|114|10|133|56,1
389,18,9,76|144|96|21|29|145|22|105|140|183|32|60,0
78,197,2,22,1
216,14,8,127|61|111|88|70|172|104|70|88,1
391,36,9,150|5|165|150|150|91|37|94|148|89,1
427,14,8,173|58|159|14|42|14|42|85|49|58|41|50|70,0
449,176,8,100,0
2,123,5,137|117|6|197|16|196|195,0
15,190,7,68|73|65|24|182|134|58|145,0
347,47,9,163|106,0
87,200,4,125,0
141,13,8,134|70|85|12|1,1
181,74,7,191|183|107|39|107|192|161|84|79|191,1
48,162,5,4|91|196|49|33,0
461,196,4,189|67|93|87|135|187|65|21|166|200|196|21|166|138|93,0
335,182,5,181|61|174|119|13|150|41|104|191|156,1
430,68,1,192,0
434,104,8,188|42|60|128|173|63|134|38|109|156|79|33|83|153,0
468,84,7,183|121|192|129|122|136|48|183|84|136|183|25|74|191,1
281,174,7,85|118|138|157|156|92|16|51,0
204,179,6,115|53|174|93|2|45|69|6|64|108|179|130|19|84|154,0
185,28,6,157|56|114|133|157|133|130|33,1
128,137,1,86|103|55|68|103|132|195|68,1
90,181,2,51|51|119,1
96,192,7,123|197|101|8|48|125|172|122|82|65|137|180,0
214,50,8,18|95|180|30|51|145|182,1
120,197,2,167|41|18|179|161|79|16|22,0
132,108,5,19|175|182|113|120|162|120|64|143|162|29|139|30|113,0
334,94,9,124|144|53|96|67|33|196|119,0
197,22,2,170|170|40|22|99|73|167|167|82,1
81,51,2,121|200|191|186|132,1
374,142,3,31|188|95|8|147|38|95|142|188|153|38|38|151|95|31,0
295,98,7,107|136|192|190|97|107|122|25|59|155|7|122,1
423,55,1,149|116|68|149|171|55|68|103|9|55|32|146,1
248,115,6,20|115|114|158|130|179|10|114|130|16|128,1
116,86,1,132|137|149|126|9|32|195,1
143,199,10,144|152|199|160|23|140|180|11|66|60|160|45|152,1
32,82,2,181|23|100|25|140|54|187|41|134|3|23|56,0
307,68,1,43|138|46|8|112,0
356,180,10,194|199|60|178|140|194|63|199|178,1
42,133,6,65|92|65|197|73|52|135|7,0
298,154,5,30,1
247,71,2,181|119|101|17|22|117|101|101,1
330,150,9,48|36|161|124|174|139|49|163|138|39,0
3,18,9,145|83|27|47|102|145|100,1
20,122,7,128|2|194|116|102|76|21,0
316,132,1,170|93|131|24|82|159|85,0
443,129,7,71|131|197|34|188|196|154|117|173|53|127|162|162|118|78,0
475,125,6,161|104|49|152|76|22|75|11|176|197|54|184|143|192,1
461,54,5,181|159|91|5|69|107|176|46|104,0
132,105,8,13|42|105|12|104|172|61|104|42|42,0
33,24,8,153|76|121|198|120|160|139,0
48,70,8,176|176|13|111|109|159|61|85,1
124,129,7,150,0
424,23,10,60|23|45|45|180|194|66,1
446,183,7,161|98|74|84|84|192|155,0
239,159,8,149|37|58|196|189|30|111|189|151|123,0
300,17,2,103|177|95|61|15|89|56|171|173|65|43|59|81|134,0
351,27,9,141|9|83|123|150,0
112,160,10,178|194|180|66|23|11|178|194|152|160|23,1
79,151,3,40|108|109|125|83|163,0
439,56,6,128|114|20|115|130|20|133|28|112|115|131|33,0
165,124,9,12|53|172|155|56|105,1
360,108,5,141|99|181|114|179|73|187|146|154|3|162|33|188|38,0
197,179,6,16|78|133|10|16|179,1
72,101,2,117|101,1
402,145,9,37|37|100|27|47|150|92,1
381,197,2,99|177|197|17|117|177|167|40|117|51|22|40|197|71,0
229,178,10,200|84|81|40|176|34|172|144|155|7,0
198,90,5,98|149,0
43,46,5,123|113|30|46|163|81,1
466,48,7,154|50|54|149|107|87|96|191|189|6|169|73,0
376,125,6,73|165|69|87|107|65|98,0
304,164,5,30|185|121|23|82|194|5|89,0
185,183,7,97|74|25|161|7|161|84|155|129|2|2,1
22,196,4,172|106|106|121,0
86,89,9,36|36|18|36|37|83|102|89|102|18|150|27|5|89,1
82,169,1,151|138|87|36|167|188|34|141|178|109|10|139|185,1
127,163,5,3|30|113|46|3|72|162|139|19,1
161,67,4,189|43|93|138|189|135|198,1
199,65,4,93|168|92|190|50|194|162|72|122,0
466,23,10,11|199|144,0
295,108,5,46|90,1
351,167,2,192|51|7|7|46|126|92|147|47|47|81,0
397,19,5,63|57|92|34|54|192|29,1
409,81,5,143|7|186|65|77|26|177|45,0
16,82,2,94|156|75|29|100|112|84|154,1
483,55,1,82|76|170|110|175|152|83|196|169,0
247,42,8,151|102|112|170|33|81|58|112|32|24|140|12,0
500,36,9,68|98|75|86|20|53|40|187|99|110|88|177|160|138,0
156,187,4,157|190|178|169|70,0
159,44,1,180|59|62|107|55|166|139|113|41|98|55|193|159,0
59,105,8,85|88,1
204,109,8,176|48|2|83|12|75|127|76,0
339,176,8,50|42|109|12,1
109,108,5,194|146|42|95|167|36|59|44|192|71,0
163,1,8,13|12|49|159|70|109|41|49|159|70|127|105|15|173,0
235,86,1,130|13|85|164|159,0
434,157,6,102|170|149|3|19|132|196|147|190|14|177|26|177,0
267,100,9,165|194|170|109|41|192|176|66|109,0
344,99,2,119|99|82|82|57|71|22|167|119|186|119|22|119|51|17,1
205,180,10,140|40|15|31,0
81,71,2,51|156|73|181|177|73|17|73|71|99|117,1
495,35,1,126|35|171|86|103|132|44|195|6,1
78,179,6,130|128|130|33|133|28|114|78|131|33|28|133|114|130,0
200,35,1,55|86|32|103|32|68|68|116|35|169|9|195|55|103|169,1
303,114,6,113|39|102|184|4|80|10|169|103|144|194|167|82|187,0
237,45,10,45|140|45|194|194|144|23|152|80|178|23|80,0
150,198,4,118|4|155|146|65|147|116|164|18|40|162|74|192|177,0
48,28,6,109|50|128|79|55|168|32|99|34|28|42|52|83,1
234,19,5,7|157|145|147|35|174|125|32|24|121,0
294,104,8,27|168|122|156|100|186|186|124|167|132|145,0
93,139,5,19|102|164|26|73|102|185|77|24|27,0
100,84,7,2|25|155|84|39|129|84|191|122|59|191|122|74,0
72,168,4,168|43,1
231,156,2,52|46|120|4|127|111|145|32|117|89,0
88,165,9,10|185|106,0
457,181,2,197|73|170|167,1
36,54,5,72|81|162|108|69|26|26|90|69,1
143,152,10,194|23|140|11|194|160|60|152|144,1
493,154,5,155|24|178|5|179|167|190,0
406,198,4,189|196|93|135|196|65|189|52|166|21|200|193|65|52,1
321,193,4,55|67|35|76|58|12|73,0
20,6,1,148|17|12|40|173,0
25,123,5,116|107|105|23|198|141|49|194|61,0
66,13,8,21|26|193|135|169|124|109|44|194|165,1
381,67,4,189|43|166|198,1
344,50,8,28|81|25|154|137|52|172|152|188|56|35|97|54|148,0
86,18,9,89|27|165|83|89|36|18|83|47|89|91|94|18|47|148,1
184,84,7,80|122|104|91|96|32|70|71|132|120|83|104,0
286,179,6,14|174|54|72|116|88,0
179,119,2,187|183|96|60|9|65|40|61|108|105,0
94,9,1,61|96|34|130|144,0
170,44,1,175|187|110,0
461,143,5,164|108|108|26|123|26|108,0
66,62,4,37|33|75|25|179|149|45|178|74|107,0
4,57,2,118|93|18|106|98|128,1
424,164,5,120|162|175|90|185|29|175|164,1
19,56,6,25|71|126|122|166|83|93|5|195|43|120|177|121|126|36,0
346,116,1,145|76|97|31|72|9|88|42,1
112,25,7,192|174|174|25|121,1
44,137,1,44|103|55|169|116,0
55,189,4,168|198|135|93|168|52|189|135|62|193|67|196,1
219,147,3,50|91|118,0
205,33,6,153|89,0
261,100,9,102|148|5|34,0
471,158,6,163|128|71|178|155|104|96|159|45|44|81|26|92|87,0
253,55,1,132|193|76|49|39|3|57,0
425,191,7,192|109|17|167|191|178|84|21|118|174|169,1
309,125,6,119|190,0
21,144,10,11|11|140|23|194|140|140|199|178|63|152|63|140|180,1
475,180,10,24|132|167|183|49|180|166|98|75|95|136|163|35|68,0
204,51,2,22|73|82|156,1
178,90,5,79|199|93|69|120|83|178|43|11|87|190|13|162|1|112,0
227,36,9,7|90|131|106|147|156|36,0
402,171,1,197|167|33|189,0
224,99,2,170|57|99|119|51|101|177|156|167|51|40|99,1
162,151,3,96|38|110|77|142|147|147|31|95|110|188,1
273,60,10,108|156|32|130|95|102|119|175|18|41|70|161,0
12,199,10,7|52|34,0
476,30,5,39|41|2|130|144|35|91|59|10,0
324,134,8,53|21|98|105|114,0
123,118,3,188|31|188|8|118|110|142|147|147|77|147|147|8|141,1
64,72,5,163|143|69|29|113,1
214,33,6,130|20|16|112|16|179|158|128|56|157|128|78|157,1
105,182,5,90|154|162,1
153,6,1,149|68|9|149|103|35|86|171|137|137|116|32,0
258,145,9,149|2|148|171|166|196,1
174,118,3,118|110|153|153|77|31|151|151|31|110|118|8|142|188,0
41,43,4,198|200|193|76|52|193|62|135|189,0
152,44,1,93|38|96|46|129|180,0
10,6,1,122|180|26|27|140|11|86|100|79|107,0
3,193,4,51|192|163|132|185|36|108|159|4|88|72|36|45,0
41,137,1,79|186|152|81|50|22|40|28|162,1
464,31,3,3|182|121|98|107|127|83|143|106|194,0
97,144,10,31|75|32|159|157|39|161|65|146|188|166|38|37|23|169,0
274,106,8,78|145|182|49|115|190|121|46|117,0
9,12,8,61|24|14|61,1
401,86,1,28,0
404,164,5,146|160|17|175,1
13,48,7,104|195|100|159|77|16|52|32,1
412,28,6,106|156|12,1
43,134,8,1|88|50|134|49|104,1
238,97,7,13|68|16|65|71|6|60,0
336,143,5,26|81|182|175|108|75|4|81|90|123|108,1
108,77,3,123|48|176|159|86|93|190|6,1
70,184,5,184|154,1
93,153,3,141|118|96|147|147,0
181,28,6,167|98|150|119|57|179|94,0
229,175,5,53|60|87|5|107|170,1
195,67,4,65|62|198|67|193|43|76|87|93,1
439,185,5,26|182|163|175|143|123|162,1
321,60,10,77|192|150|22|96|91|178|152|176|94,1
78,128,6,161|138|69|148|198|145|190,0
236,133,6,130|133|10|131|56|20|33|133|133|56,1
166,93,4,67|138|40|44|161|19|131|3|189|143|165|134,0
202,18,9,92|196|18|186|141|23|62|168|141,0
39,32,1,9|164|190|104|47|12|183|160|180|158,0
192,147,3,9|7,0
337,87,4,196|193|135|138|52|138|168,0
444,104,8,83|39,1
134,59,7,129|107|190|121|97|48|97,1
473,39,7,25|98|25|2|161|25|79|183|121,0
331,188,3,77,1
105,161,7,4|48|146|152|168|158|169|74|60|64|171|130|65,1
134,1,8,48|8|135|20|29|67|118|4|26|68|141|20|58|39|62,0
34,188,3,199|61|190|200,0
307,96,3,75,0
38,26,5,23|118|56,0
479,185,5,26|183|41|12|77|57|33|91|181|46|197,0
332,70,8,130|15|40|1,0
12,125,6,28|63|164|125|163,0
55,32,1,105|23|160|110|83|45|140,1
27,156,2,57|40|51|40|177|170|40|51|156|186|170|51|82|22,1
123,122,7,48|7|79|2|39,1
144,11,10,80|11|66,0
463,50,8,13|105|42|88|134|49|1,1
332,10,6,120|90|28|124|130|32|135|45,0
469,52,4,20|161|188|96|139|95,0
288,25,7,161|136|191|183|74|129|97|74|174|2,1
102,103,1,195|103|146|44|132|6|171|195|146|35|44|146|103|116|86,1
221,45,10,58|173|44|174|184|193|69|131|166|16|13,0
45,153,3,182|149|127|158|73|187|87|50|151|125|10|34|8,0
162,23,10,145|135|74|50|59|13|99|151|166|145|176|193|45,0
343,168,4,18|66|96|124|159|199|68|112|14|23|194|188|188|53,0
326,97,7,136|174|7|98|98|59|174|183|7|136|183|74|129|129|2,1
409,63,10,72|125|26|200|42|174|13|176|9|137|73|93,0
312,65,4,111|12|109|70|83|75|71|48,0
166,152,10,42|181|167|14|181|168|28,0
121,171,1,169|169|68|137|137|32|126|116|126|68|137,0
443,155,7,191|79|39|136|129,1
307,7,7,163|160|102|138|17|57|49|85|72|14|138|120|76|178,1
425,27,9,95|168,0
139,37,9,100|89|100|94|94|83|47,1
129,94,9,36|5|89|92|145|100|150|18|92|145|91,0
138,52,4,3|148|151|32|120|145|193|162|44,0
288,33,6,121|134|192|127|27|81|34,0
380,50,8,61|94|65|87|2|164|80|162|12|174|126,0
116,146,1,57|8|14|22|139|122|7|85|23|40|12|106|17|158,0
412,151,3,153|95|151|8|96|96|151|95|153|110|142|118|110|95,1
141,173,8,173|83,1
460,177,2,156|167|99|186|57,1
445,171,1,32|169|44|44|68|68|6|32|103,1
121,172,8,20,1
204,199,10,152|160|140|60|194|194|45|23|178|11|180|199|11|178|23,1
341,19,5,57|56,0
79,198,4,135|135|135|87|168|135|200|198,1
380,129,7,183|161|59|174,1
61,117,2,17|167|177|17|167|170|101|119|22|197|197,1
383,164,5,143|64|163|108|163|30|53|19|139|154|54,0
193,61,8,159|111|134|111|134|61|24|173,1
364,159,8,98|29|126|65|94|92|53|200|77|135|32,0
35,129,7,39|183|122|155|155|161|122|161|7,1
204,154,5,154|162,0
8,69,5,19|53|81|162|90|185|108,0
127,92,9,120|59|200|147|164|57|6|10|172|175,0
105,152,10,121|139|154|30|7|172|63|95,0
314,169,1,137|146|103|103|35|86,1
318,124,9,11|176|48|195|192|19|73|52|98|185|76|133|28,0
459,156,2,125|93|165|59,0
3,60,10,194,0
474,155,7,93,0
415,20,6,47|17|35|100|29|6,0
316,79,7,39|28|185|94|112|80|130|150|156|50,0
314,77,3,192|113|113|42|136|184|146|102|128|47,0
91,19,5,75|26|162|64|143|4|81|123|75|108|3|3,1
301,72,5,157,0
7,179,6,33,1
239,75,5,168|163|53,1
146,19,5,128|68|77|91|29|78|55|164|46,0
425,54,5,154|90|90|185|185|162|29,1
133,194,10,140|63|60,1
338,114,6,56|16|114|78|78|115|158|133|130|130|112|115|112,1
405,145,9,102,0
264,195,1,80|67|101|82|124|30,0
423,57,2,61|135|87|54|116|125|137|159|136|171,0
212,116,1,111|176|93,0
231,51,2,17|167|181,1
341,89,9,92,1
250,194,10,83,0
456,17,2,27|127|142|149|11|185,0
439,56,6,15|37|124|27|195|47|16|90,0
195,119,2,40|99|167|71|181|101|73|82|119,1
355,19,5,113|108|90|46|75|184|120|53,0
452,22,2,171|79|79|97|194|195,0
290,37,9,115,0
138,191,7,79|161|174|191|129|107|84|98,1
25,75,5,46|54|139|162|64|175|75|54|46|53|113|46|69|143,1
438,140,10,45|194|80|180|23|140|80,1
179,189,4,135|93|21|168|196|67|196|43|200|65|135|21|198,1
255,12,8,1|15|105|106|14|15|159|1|24|176|88,1
14,144,10,111|77|35|145|135|121|149|104|186|178,1
51,94,9,48|111|196|93|147|11|44|137|81|6|46,0
405,71,2,184|193|70|100|187|54|177|33|59|78|97|49|177|133,0
336,129,7,48|107|48|48|191|98|155|155|2|107,1
95,134,8,61|127,0
177,127,8,128|94|166|6|38|158|196|147|3,0
